id_local,Nombre,desc_situacion_terraza,desc_ubicacion_terraza,id_distrito_local,desc_distrito_local,desc_barrio_local
280067128,SR,Abierta,Acera,20,SAN BLAS-CANILLEJAS,ROSAS
270068967,JURUCHA,Abierta,Acera,4,SALAMANCA,RECOLETOS
270403150,HONTANARES,Cerrada,Acera,4,SALAMANCA,GUINDALERA
270078567,BAR MARISQUERIA LUIS,Cerrada,Calle peatonal,4,SALAMANCA,GUINDALERA
40002021,SAGAR,Cerrada,Calle peatonal,4,SALAMANCA,GUINDALERA
40002808,WAGABOO,Abierta,Acera,4,SALAMANCA,RECOLETOS
270495851,THE JAMES JOYCE IRISH PUB,Abierta,Acera,4,SALAMANCA,RECOLETOS
40001459,HOTEL ABBA MADRID,Cerrada,Acera,4,SALAMANCA,GUINDALERA
180000457,LA PLAZA,Abierta,Plaza peatonal,18,VILLA DE VALLECAS,CASCO H.VALLECAS
270076142,EL NUEVO RINC?N DE JA?N,Cerrada,Acera,4,SALAMANCA,GUINDALERA
270071068,VIENA CAPELLANES,Abierta,Acera,4,SALAMANCA,GOYA
280062208,BAR LAS TORRES,Abierta,Acera,17,VILLAVERDE,SAN CRISTOBAL
170000773,KEBAB ARMENIA,Abierta,Acera,17,VILLAVERDE,LOS ROSALES
270075832,CAFETERIA PARISIENA,Abierta,Acera,4,SALAMANCA,FUENTE DEL BERRO
40001037,BAR-RESTAURANTE,Abierta,Acera,4,SALAMANCA,RECOLETOS
180000598,EL RINCON DEL TIO PEPE,Abierta,Acera,18,VILLA DE VALLECAS,CASCO H.VALLECAS
270266255,BAR  SAN JULIAN,Abierta,Acera,18,VILLA DE VALLECAS,CASCO H.VALLECAS
200000837,BAR JOSUE,Abierta,Acera,20,SAN BLAS-CANILLEJAS,SIMANCAS
280067055,RESTAURANTE BAR TORRES,Abierta,Acera,20,SAN BLAS-CANILLEJAS,REJAS
270201818,BONGO CAFE,Abierta,Acera,17,VILLAVERDE,SAN ANDRES
270380946,EL ARBOL Y LA TOSTA,Abierta,Acera,4,SALAMANCA,RECOLETOS
210000683,BURGER KING,Abierta,Acera,21,BARAJAS,TIMON
280060978,RESTAURANTE 40 & CUATRO,Abierta,Acera,18,VILLA DE VALLECAS,ENSANCHE DE VALLECAS
270202022,BAR-RESTAURANTE,Abierta,Calle peatonal,18,VILLA DE VALLECAS,CASCO H.VALLECAS
170001120,CERVECERIA MINERVA,Abierta,Acera,17,VILLAVERDE,BUTARQUE
170000836,BAR DONDE SIEMPRE,Abierta,Plaza peatonal,17,VILLAVERDE,LOS ROSALES
170001098,LA PARADA ESQUINA,Abierta,Acera,17,VILLAVERDE,LOS ROSALES
270228707,BURGUER CAROVI,Abierta,Acera,17,VILLAVERDE,SAN ANDRES
170000967,A GAIVOTI?A II,Abierta,Acera,17,VILLAVERDE,LOS ANGELES
170000259,PE?A DE FRANCIA,Abierta,Acera,17,VILLAVERDE,LOS ANGELES
270456160,LUCKY,Abierta,Acera,17,VILLAVERDE,SAN ANDRES
170002005,EL KUBO,Abierta,Plaza peatonal,17,VILLAVERDE,LOS ANGELES
270181857,BAR ASTURIAS,Abierta,Plaza peatonal,17,VILLAVERDE,SAN ANDRES
270379680,LA ABUELA,Abierta,Acera,17,VILLAVERDE,LOS ROSALES
170000257,BAR PEMA,Abierta,Acera,17,VILLAVERDE,LOS ANGELES
270286727,CASA MONICA,Abierta,Acera,17,VILLAVERDE,LOS ANGELES
180000366,EL JARDIN DEL BACO,Abierta,Acera,18,VILLA DE VALLECAS,SANTA EUGENIA
270324826,CERVECERIA LA TOMASA,Abierta,Acera,18,VILLA DE VALLECAS,SANTA EUGENIA
270032503,BAR  LA HACIENDA,Abierta,Acera,18,VILLA DE VALLECAS,SANTA EUGENIA
270184841,CERVECERIA LA TORRE,Abierta,Acera,18,VILLA DE VALLECAS,SANTA EUGENIA
270185092,EL JARDIN DE BACO II,Abierta,Acera,18,VILLA DE VALLECAS,SANTA EUGENIA
170000673,"ESTUDIO VILLAVERDE ALTO, SL",Abierta,Calle peatonal,17,VILLAVERDE,SAN ANDRES
270456985,LAS BEGONIAS,Abierta,Acera,17,VILLAVERDE,SAN ANDRES
170000832,BAR CASA CONEL,Abierta,Acera,17,VILLAVERDE,LOS ANGELES
170001203,PASTELERIA PANADERIA CAFETERIA CHICO,Abierta,Acera,17,VILLAVERDE,BUTARQUE
170000724,BAR LAS NI?AS,Abierta,Acera,17,VILLAVERDE,SAN ANDRES
270181482,BAR MEZQUITA,Abierta,Acera,17,VILLAVERDE,SAN ANDRES
170000308,BAR RENATO,Abierta,Bulevar,17,VILLAVERDE,SAN ANDRES
270020492,PEREZ CAFETERIA,Abierta,Acera,17,VILLAVERDE,SAN CRISTOBAL
270539656,100 MONTADITOS,Abierta,Acera,17,VILLAVERDE,BUTARQUE
270183511,RESTAURANTE GALLARDO,Abierta,Acera,17,VILLAVERDE,LOS ANGELES
270023348,LA ATALAYA,Abierta,Acera,17,VILLAVERDE,LOS ANGELES
170000123,ALQUEZAR LA BODEGA DE COTE,Abierta,Acera,17,VILLAVERDE,LOS ANGELES
270314735,BAR SALINAS,Abierta,Otros,17,VILLAVERDE,BUTARQUE
170000009,JOSE,Abierta,Acera,17,VILLAVERDE,LOS ANGELES
270488062,CAFE SAXO,Abierta,Plaza peatonal,17,VILLAVERDE,SAN ANDRES
170000013,CERVECERIA SAN CRISTOBAL,Abierta,Acera,17,VILLAVERDE,SAN CRISTOBAL
270182385,EL PORTON,Abierta,Otros,17,VILLAVERDE,LOS ROSALES
270418033,DONER KEBAB PLAZA,Abierta,Plaza peatonal,17,VILLAVERDE,LOS ROSALES
270033353,BAR PIRATA,Abierta,Plaza peatonal,17,VILLAVERDE,SAN CRISTOBAL
20000100,CERVECERIA LA LASTRA,Abierta,Acera,2,ARGANZUELA,CHOPERA
20000172,BAR SORIA,Abierta,Acera,2,ARGANZUELA,PALOS DE MOGUER
20001101,CERVECERIA CANTALEJO RESTAURANTE,Abierta,Acera,2,ARGANZUELA,IMPERIAL
270267597,BAR ORENSE,Abierta,Acera,2,ARGANZUELA,CHOPERA
20001080,BAR EL CONQUISTADOR,Abierta,Acera,2,ARGANZUELA,CHOPERA
270055919,CAFETERIA LOA,Abierta,Acera,2,ARGANZUELA,CHOPERA
200001508,LA SEDE D'ANDRUBEN,Abierta,Acera,20,SAN BLAS-CANILLEJAS,SIMANCAS
270458555,"EL RINCON DE SIXTO,",Abierta,Acera,12,USERA,MOSCARDO
270524837,SIN R?TULO,Abierta,Acera,12,USERA,MOSCARDO
270228855,BAR ALFIL,Abierta,Acera,12,USERA,MOSCARDO
270157776,BAR PISCIS,Abierta,Acera,12,USERA,PRADOLONGO
270438751,LA ALEGRIA,Abierta,Acera,12,USERA,MOSCARDO
270490968,BAR CLEMENTE,Abierta,Acera,12,USERA,ALMENDRALES
270477281,CAFE BAR MARTIN,Abierta,Acera,12,USERA,SAN FERMIN
270309378,CAFETERIA HINOJAR,Abierta,Acera,2,ARGANZUELA,ACACIAS
285031450,DON GERMAN,Abierta,Acera,17,VILLAVERDE,SAN ANDRES
20000056,BAR RESTAURANTE MARTIN,Abierta,Acera,2,ARGANZUELA,IMPERIAL
170000809,RESTAURANTE PARQUE ROSALES CERVECERIA,Abierta,Acera,17,VILLAVERDE,BUTARQUE
285021312,EL BAR,Abierta,Acera,12,USERA,MOSCARDO
270519524,8 1/2 LIBROS DE CINE,Abierta,Acera,9,MONCLOA-ARAVACA,ARGUELLES
270540061,R?TULO NO INFORMADO,Abierta,Acera,12,USERA,ALMENDRALES
270417284,CAFETERIA 204,Abierta,Acera,12,USERA,ALMENDRALES
270534735,PARRILLA BONALMA,Abierta,Acera,12,USERA,SAN FERMIN
270217569,BAR,Abierta,Plaza peatonal,12,USERA,MOSCARDO
270156329,BAR LUZON,Abierta,Acera,12,USERA,MOSCARDO
270363433,CAFETERIA HALLEY,Abierta,Acera,12,USERA,ORCASUR
270432683,BAR SANCHEZ,Abierta,Plaza peatonal,12,USERA,ORCASITAS
270280806,VENTA CARMONA,Abierta,Calle peatonal,17,VILLAVERDE,LOS ANGELES
270183220,CAFETERIA LUMAR,Abierta,Acera,17,VILLAVERDE,LOS ANGELES
270471784,BAR RESTAURANTE MARTIN,Abierta,Superficie en parcela privada,17,VILLAVERDE,LOS ANGELES
270191062,EL PILAR,Abierta,Otros,17,VILLAVERDE,LOS ANGELES
270181096,EL PORTON,Abierta,Acera,17,VILLAVERDE,SAN ANDRES
170000796,BAR EL RINCON DEL QUIJOTE,Abierta,Acera,17,VILLAVERDE,LOS ANGELES
270250040,DI MADRID,Abierta,Otros,17,VILLAVERDE,LOS ROSALES
270033525,EL ZAGUAN,Abierta,Otros,17,VILLAVERDE,LOS ROSALES
170000283,LA BODEGUILLA IBERICA,Abierta,Acera,17,VILLAVERDE,LOS ROSALES
170000006,BAR VIETNAM,Abierta,Acera,17,VILLAVERDE,SAN CRISTOBAL
270183106,BAR JOSE LUIS,Abierta,Acera,17,VILLAVERDE,LOS ANGELES
270057250,CAFETERIA FERROCARRIL,Abierta,Acera,2,ARGANZUELA,DELICIAS
280017278,RESTARAURANTE  O'PORTI?O,Abierta,Acera,2,ARGANZUELA,CHOPERA
280018318,LA MARGHERITA,Abierta,Bulevar,2,ARGANZUELA,ACACIAS
270299459,RESTAURANTE LA POTA DOURO,Abierta,Acera,2,ARGANZUELA,IMPERIAL
10003543,CA?AS Y TAPAS,Abierta,Acera,1,CENTRO,PALACIO
270373645,BAR LOS GALLEGOS,Abierta,Acera,21,BARAJAS,CASCO H.BARAJAS
170000258,TU BOCATA II,Abierta,Plaza peatonal,17,VILLAVERDE,LOS ROSALES
170000611,CAFETERIA BAR LINEA 123,Abierta,Acera,17,VILLAVERDE,LOS ROSALES
270181501,BAR GALICIA,Abierta,Acera,17,VILLAVERDE,SAN ANDRES
270400434,BAR ESTRELLA 2008,Abierta,Acera,17,VILLAVERDE,LOS ANGELES
170000543,BAR UNO,Abierta,Acera,17,VILLAVERDE,SAN ANDRES
170002104,KEBAB ARMENIA,Abierta,Acera,17,VILLAVERDE,BUTARQUE
170001122,CAFETERIA,Abierta,Acera,17,VILLAVERDE,BUTARQUE
270422013,CAFETERIA OBREGON,Abierta,Calle peatonal,17,VILLAVERDE,LOS ANGELES
170000830,EL CUERPO DEL DESEO,Abierta,Acera,17,VILLAVERDE,SAN ANDRES
270447268,EL RINCON DE LOLA,Abierta,Plaza peatonal,17,VILLAVERDE,SAN CRISTOBAL
170000004,BAR PINILLA,Abierta,Otros,17,VILLAVERDE,LOS ANGELES
270183583,BAR MINI PILAR,Abierta,Acera,17,VILLAVERDE,LOS ANGELES
270182085,BAR EL CIGARRAL TOLEDANO,Abierta,Acera,17,VILLAVERDE,SAN CRISTOBAL
270181885,BAR LAS MURALLAS,Abierta,Acera,17,VILLAVERDE,SAN ANDRES
170000016,BAR DULCI,Abierta,Acera,17,VILLAVERDE,SAN CRISTOBAL
270077611,L'ANDECHA,Cerrada,Acera,4,SALAMANCA,GUINDALERA
270322801,BAR PELAEZ,Abierta,Acera,12,USERA,SAN FERMIN
120000552,O TOUXEIRO,Abierta,Plaza peatonal,12,USERA,ORCASITAS
280049553,BAR LUQUE,Abierta,Acera,12,USERA,SAN FERMIN
280051178,ASAY,Abierta,Calle peatonal,12,USERA,SAN FERMIN
120000138,XALLAS,Abierta,Acera,12,USERA,ZOFIO
280064620,CERVECERIA 100 MONTADITOS,Abierta,Acera,14,MORATALAZ,MEDIA LEGUA
170000961,SIDRERIA DEL NORTE,Abierta,Acera,17,VILLAVERDE,BUTARQUE
270183625,BAR MONICO,Abierta,Acera,17,VILLAVERDE,LOS ANGELES
270308889,BAR LOS CAMPEONES - JAEN,Abierta,Acera,17,VILLAVERDE,LOS ANGELES
270332045,LA POSADA DE GREEN VILLAGE,Abierta,Acera,17,VILLAVERDE,SAN ANDRES
290000758,MADRETIERRA,Abierta,Calle peatonal,17,VILLAVERDE,SAN ANDRES
270181310,EL CASTIZO,Abierta,Acera,17,VILLAVERDE,SAN ANDRES
270448230,CAFETERIA BAR JUANJO Y JOSE,Abierta,Acera,17,VILLAVERDE,SAN CRISTOBAL
270547589,BAR RESTAURANTE VITA KR,Abierta,Acera,17,VILLAVERDE,BUTARQUE
270401458,BAR CONGO,Abierta,Acera,17,VILLAVERDE,SAN CRISTOBAL
170000406,DONDE LA LOLA,Abierta,Acera,17,VILLAVERDE,LOS ROSALES
270540475,BAR OLIVA,Abierta,Acera,12,USERA,MOSCARDO
280050244,TABERNA LA ANDALUZA,Abierta,Acera,12,USERA,MOSCARDO
270416146,A NOXA GALICIA,Abierta,Acera,12,USERA,ZOFIO
280049608,CAFETERIA JUANITO,Abierta,Acera,12,USERA,ORCASITAS
285021310,CAMBOY,Abierta,Acera,12,USERA,MOSCARDO
280049571,BAR ASADOR MERINO,Abierta,Calle peatonal,12,USERA,ORCASITAS
270156733,EL CHIRINGUITO,Abierta,Calle peatonal,12,USERA,MOSCARDO
280049704,BAR JUSTO,Abierta,Acera,12,USERA,SAN FERMIN
270526564,BAR CAFETERIA,Abierta,Plaza peatonal,12,USERA,ALMENDRALES
280049131,BAR EL MANCHEGO (LOCAL 2 Y 3),Abierta,Acera,12,USERA,MOSCARDO
200001961,TGB-THE GOOD BURGER,Abierta,Acera,20,SAN BLAS-CANILLEJAS,SIMANCAS
40003086,LA NI?A,Abierta,Acera,4,SALAMANCA,RECOLETOS
40002254,JARRITUS,Cerrada,Acera,4,SALAMANCA,GUINDALERA
270535739,BAR CAFETERIA KRISTIN,Abierta,Plaza peatonal,12,USERA,SAN FERMIN
270154709,BAR LA SELVA,Abierta,Acera,12,USERA,SAN FERMIN
270261041,SALEM II,Abierta,Plaza peatonal,12,USERA,ZOFIO
270322431,BAR LEONES,Abierta,Acera,12,USERA,PRADOLONGO
270157551,CAFETERIA CUESTA CERVECERIA,Abierta,Acera,12,USERA,PRADOLONGO
270225619,CAFETERIA LUMAR,Abierta,Acera,12,USERA,MOSCARDO
270438394,CASA ANTONIO,Abierta,Acera,12,USERA,ORCASUR
270549067,MUSEO DEL JAMON,Abierta,Acera,12,USERA,ALMENDRALES
270156565,DONNER KEBAP USERA,Abierta,Acera,12,USERA,MOSCARDO
270473500,R?TULO NO INFORMADO,Abierta,Plaza peatonal,12,USERA,MOSCARDO
120000334,LOCAL PENDIENTE DE VERIFICACION,Abierta,Acera,12,USERA,ORCASUR
270401857,"ALH?BEGA BAR, S.L.",Abierta,Plaza peatonal,12,USERA,ORCASITAS
270537073,CAFETRIA ACUARIO,Abierta,Acera,12,USERA,ORCASITAS
270044772,CERVECERIA JUSTI,Abierta,Plaza peatonal,12,USERA,MOSCARDO
285035919,BAR RESTAURANTE,Abierta,Acera,13,PUENTE DE VALLECAS,PALOMERAS SURESTE
280017096,TAPAS,Abierta,Acera,2,ARGANZUELA,CHOPERA
270475350,BAR CERVECERIA DIAZ,Abierta,Acera,2,ARGANZUELA,PALOS DE MOGUER
285005098,CERVECERIA 100 MONTADITOS,Abierta,Acera,2,ARGANZUELA,PALOS DE MOGUER
280018624,PRYCE CAFE,Abierta,Acera,2,ARGANZUELA,ACACIAS
20000557,RESTAURANTE ABADIA,Abierta,Acera,2,ARGANZUELA,PALOS DE MOGUER
20000566,EL KUBO LOCO,Abierta,Acera,2,ARGANZUELA,DELICIAS
285004782,COSTELLO R?O,Abierta,Acera,2,ARGANZUELA,CHOPERA
270279687,CASA VALENTIN,Abierta,Acera,2,ARGANZUELA,IMPERIAL
270508174,KEBAB TRES FUEGOS,Abierta,Otros,17,VILLAVERDE,LOS ANGELES
170002043,BAR CAFE LOS PINAZOS,Abierta,Calle peatonal,17,VILLAVERDE,SAN CRISTOBAL
270408288,SAL Y SAL DE TAPAS,Abierta,Acera,5,CHAMARTIN,CIUDAD JARDIN
270355725,CAFETERIA ENXEBRE,Abierta,Acera,5,CHAMARTIN,PROSPERIDAD
270451968,BAR CALVIN,Abierta,Plaza peatonal,4,SALAMANCA,GOYA
270497098,LA CERVEZERIA,Cerrada,Acera,4,SALAMANCA,GUINDALERA
280018486,RESTAURANTE PIMENTON,Abierta,Plaza peatonal,2,ARGANZUELA,ACACIAS
270379037,MONTEPINOS,Abierta,Acera,2,ARGANZUELA,IMPERIAL
20001082,RODILLA,Abierta,Acera,2,ARGANZUELA,IMPERIAL
20000721,ARROCERIA IMPERIAL,Abierta,Acera,2,ARGANZUELA,IMPERIAL
20000359,LOS CHIQUITOS BAR DE TAPAS,Abierta,Acera,2,ARGANZUELA,PALOS DE MOGUER
270444334,AUTOESCUELA LARA,Abierta,Acera,2,ARGANZUELA,ACACIAS
270056880,CERVECERIA GUIMAR CAFETERIA,Abierta,Acera,2,ARGANZUELA,DELICIAS
270287197,TABERNA DEL FERROCARRIL,Abierta,Acera,2,ARGANZUELA,DELICIAS
285002998,LA SACRISTIA RESTAURANTE,Abierta,Plaza con bandas permanentes de circulaci? rodada,1,CENTRO,JUSTICIA
140000420,AZUL Y ORO,Abierta,Acera,14,MORATALAZ,MARROQUINA
270490176,BAR MARTINEZ,Abierta,Acera,17,VILLAVERDE,LOS ANGELES
170001705,ENTREAMIGOS,Abierta,Acera,17,VILLAVERDE,LOS ROSALES
270433849,BAR LA REJA,Abierta,Acera,17,VILLAVERDE,LOS ANGELES
270308840,CAFE HILO'S,Abierta,Plaza peatonal,17,VILLAVERDE,BUTARQUE
270531125,IBERICA BY EL ESQUINAZO,Abierta,Acera,10,LATINA,LAS AGUILAS
270379563,MONTON SANZ CAFETERIA RESTAURANTE,Abierta,Acera,10,LATINA,LAS AGUILAS
270243228,AUPA BAR,Abierta,Acera,10,LATINA,PUERTA DEL ANGEL
270074139,EL BARRIL,Abierta,Acera,4,SALAMANCA,GOYA
270130826,BAHIA,Abierta,Acera,8,FUENCARRAL-EL PARDO,LA PAZ
280048679,RESTAURANTE LA DEHESA IV,Abierta,Acera,8,FUENCARRAL-EL PARDO,VALVERDE
285016512,TABERNA COCINARTE,Abierta,Acera,8,FUENCARRAL-EL PARDO,MIRASIERRA
285032275,LA MURALLA,Abierta,Bulevar,18,VILLA DE VALLECAS,SANTA EUGENIA
270532715,LOS QUESOS DE L`AMELIE,Abierta,Acera,15,CIUDAD LINEAL,SAN JUAN BAUTISTA
280045385,VINUBAR,Abierta,Acera,9,MONCLOA-ARAVACA,CASA DE CAMPO
20000108,BAR JUANITO,Abierta,Acera,2,ARGANZUELA,PALOS DE MOGUER
20000419,CAFETERIA LA OCHAVA,Abierta,Acera,2,ARGANZUELA,PALOS DE MOGUER
270287459,BISTRO PREMIUM RESTAURANTE,Abierta,Acera,2,ARGANZUELA,PALOS DE MOGUER
270058751,BAR EL ANDEN,Abierta,Acera,2,ARGANZUELA,PALOS DE MOGUER
200001212,UVE Y MARI,Abierta,Acera,20,SAN BLAS-CANILLEJAS,AMPOSTA
200001162,EL RACO,Abierta,Acera,20,SAN BLAS-CANILLEJAS,EL SALVADOR
200000884,CERVEZAS UCEDA,Abierta,Acera,20,SAN BLAS-CANILLEJAS,ARCOS
200000995,EL DESVAN CAFE RESTAURANTE,Abierta,Acera,20,SAN BLAS-CANILLEJAS,ARCOS
270523220,BAR LAS CINCO LAGUNAS,Abierta,Acera,20,SAN BLAS-CANILLEJAS,ARCOS
200000125,EL RACIMO DE ORO,Abierta,Otros,20,SAN BLAS-CANILLEJAS,ROSAS
200000832,BAR PASCUALA,Abierta,Calle peatonal,20,SAN BLAS-CANILLEJAS,AMPOSTA
200001963,PASTELERIA CHARLOT CAFETERIA,Abierta,Acera,20,SAN BLAS-CANILLEJAS,CANILLEJAS
270318039,CERVECERIA DAN-CAR,Abierta,Acera,20,SAN BLAS-CANILLEJAS,CANILLEJAS
270229078,BAR EL RINCON DE MIGUELIN,Abierta,Acera,20,SAN BLAS-CANILLEJAS,CANILLEJAS
270307951,BAR EL CAFELITO CAFETERIA,Abierta,Acera,20,SAN BLAS-CANILLEJAS,CANILLEJAS
270263970,CAFETERIA VERTIGO,Abierta,Acera,20,SAN BLAS-CANILLEJAS,ROSAS
200001347,BAR LA CAMPANA,Abierta,Acera,20,SAN BLAS-CANILLEJAS,SIMANCAS
270545395,BAR UCLES,Abierta,Acera,20,SAN BLAS-CANILLEJAS,SIMANCAS
200000868,RESTAURANTE CHINO DINASTY,Abierta,Acera,20,SAN BLAS-CANILLEJAS,SIMANCAS
270276973,BAR MAQUEDA S,Abierta,Acera,20,SAN BLAS-CANILLEJAS,AMPOSTA
200000855,BLACK AND GREY,Abierta,Acera,20,SAN BLAS-CANILLEJAS,CANILLEJAS
270202254,BAR LOS MELLIZOS,Abierta,Acera,20,SAN BLAS-CANILLEJAS,CANILLEJAS
270188583,EL CHAVAL FREIDURIA,Abierta,Superficie en parcela privada,20,SAN BLAS-CANILLEJAS,CANILLEJAS
270537907,BAR LOS AMIGOS,Abierta,Acera,20,SAN BLAS-CANILLEJAS,REJAS
280067426,CEFETERIA CERVECERIA JUVINA,Abierta,Acera,20,SAN BLAS-CANILLEJAS,HELLIN
280067190,RESTAURANTE VICTORIA,Abierta,Acera,20,SAN BLAS-CANILLEJAS,ARCOS
280066092,SR,Abierta,Acera,20,SAN BLAS-CANILLEJAS,ARCOS
200000909,A TABERNA DO MEIGO,Abierta,Acera,20,SAN BLAS-CANILLEJAS,ROSAS
200001615,GAMBRINUS,Abierta,Acera,20,SAN BLAS-CANILLEJAS,SIMANCAS
270380796,BAR RESTAURANTE,Abierta,Acera,20,SAN BLAS-CANILLEJAS,SIMANCAS
270545030,CHURRERIA LOS MADRO?OS,Abierta,Acera,20,SAN BLAS-CANILLEJAS,SIMANCAS
200000310,CERVECERIA LORENZO,Abierta,Acera,20,SAN BLAS-CANILLEJAS,CANILLEJAS
270441696,BAYMA CAFETERIA,Abierta,Acera,20,SAN BLAS-CANILLEJAS,SIMANCAS
270223304,BAR LA ISLA,Abierta,Acera,20,SAN BLAS-CANILLEJAS,SIMANCAS
270399792,BAR EL PUCHERO,Abierta,Acera,20,SAN BLAS-CANILLEJAS,ROSAS
270202216,BAR LA BAH?A,Abierta,Acera,20,SAN BLAS-CANILLEJAS,ROSAS
270543978,MATSURI,Abierta,Acera,20,SAN BLAS-CANILLEJAS,EL SALVADOR
270032768,CASI BAR,Abierta,Acera,20,SAN BLAS-CANILLEJAS,CANILLEJAS
270549774,BAR RESTAURANTE DAKINI,Abierta,Acera,20,SAN BLAS-CANILLEJAS,SIMANCAS
270529634,LA ALCAZABA DE ALMERIA,Abierta,Acera,20,SAN BLAS-CANILLEJAS,ROSAS
270187893,CERVECERIA BAR SILA,Abierta,Acera,20,SAN BLAS-CANILLEJAS,ARCOS
270529281,LOS NI?OS DE LA VICTORIA BAR CAFE,Abierta,Acera,20,SAN BLAS-CANILLEJAS,ARCOS
270360303,CAFETERIA RESTAURANTE JULIOS,Abierta,Acera,20,SAN BLAS-CANILLEJAS,ARCOS
270271987,BAR JULI,Abierta,Acera,20,SAN BLAS-CANILLEJAS,ARCOS
270029619,CARNICERIA CAMI,Abierta,Acera,20,SAN BLAS-CANILLEJAS,SIMANCAS
200000107,BAR LOS ANGELES,Abierta,Plaza peatonal,20,SAN BLAS-CANILLEJAS,CANILLEJAS
270537939,SIDRERIA EL LLAGAR,Abierta,Plaza peatonal,20,SAN BLAS-CANILLEJAS,CANILLEJAS
270030162,BAR GUADIANA,Abierta,Acera,20,SAN BLAS-CANILLEJAS,AMPOSTA
270030163,EL REFUGIO,Abierta,Acera,20,SAN BLAS-CANILLEJAS,AMPOSTA
270208604,BAR GIL,Abierta,Acera,20,SAN BLAS-CANILLEJAS,CANILLEJAS
200000531,ALMADRABA,Abierta,Acera,20,SAN BLAS-CANILLEJAS,ROSAS
200000447,CAFETERIA EL ZARZAL,Abierta,Acera,20,SAN BLAS-CANILLEJAS,ROSAS
200000847,CERVECERIA BAR EL MOLINON,Abierta,Acera,20,SAN BLAS-CANILLEJAS,ARCOS
270232747,BAR COIMBRA,Abierta,Plaza peatonal,20,SAN BLAS-CANILLEJAS,ARCOS
200001301,BAR SUPERA,Abierta,Calle peatonal,20,SAN BLAS-CANILLEJAS,ARCOS
200001576,BAR QUEDATE CONMIGO,Abierta,Acera,20,SAN BLAS-CANILLEJAS,ROSAS
200000142,BAR CAMARERO,Abierta,Calle peatonal,20,SAN BLAS-CANILLEJAS,AMPOSTA
270188981,BAR LA MONTA?A,Abierta,Acera,20,SAN BLAS-CANILLEJAS,CANILLEJAS
270188991,BAR SEGOVIA,Abierta,Acera,20,SAN BLAS-CANILLEJAS,CANILLEJAS
270188909,CERVECERIA EL PIRATA,Abierta,Acera,20,SAN BLAS-CANILLEJAS,CANILLEJAS
270408888,LA ANDALUZA,Abierta,Acera,20,SAN BLAS-CANILLEJAS,ROSAS
200001356,LA VILLA DE FOZ,Abierta,Acera,20,SAN BLAS-CANILLEJAS,ROSAS
200001213,BAR EL REFUGIO,Abierta,Acera,20,SAN BLAS-CANILLEJAS,ROSAS
200000902,CERVECERIA Z DE MADRIZ,Abierta,Acera,20,SAN BLAS-CANILLEJAS,ROSAS
270547424,RESTAURANTE CHINO MULAN,Abierta,Acera,20,SAN BLAS-CANILLEJAS,ROSAS
270447448,FRESH DONNER KEBAB,Abierta,Acera,20,SAN BLAS-CANILLEJAS,ROSAS
270539192,ESCUELA DE ENSE?ANZA,Abierta,Acera,20,SAN BLAS-CANILLEJAS,ROSAS
200000348,A LA DE TRES,Abierta,Acera,20,SAN BLAS-CANILLEJAS,ROSAS
270157123,LONGINOS HOUSE,Abierta,Acera,12,USERA,PRADOLONGO
270409801,BAR LA PLAZA,Abierta,Plaza peatonal,12,USERA,ORCASITAS
270296754,HNOS MAYORDOMO,Abierta,Acera,12,USERA,ZOFIO
270154385,BAR,Abierta,Acera,12,USERA,ORCASITAS
270539344,O FREIXO,Abierta,Acera,12,USERA,MOSCARDO
200000893,EL RINCON DE LA ALCARRIA,Abierta,Acera,20,SAN BLAS-CANILLEJAS,SIMANCAS
270204364,RESTAURANTE CAFETERIA SHIRAY,Abierta,Acera,20,SAN BLAS-CANILLEJAS,SIMANCAS
270187603,MAKE DONNER,Abierta,Acera,20,SAN BLAS-CANILLEJAS,AMPOSTA
270497966,CERVECERIA HEVIA,Abierta,Acera,20,SAN BLAS-CANILLEJAS,SIMANCAS
270535935,RESTAURANTE LAZICA,Abierta,Acera,20,SAN BLAS-CANILLEJAS,SIMANCAS
270187701,BAR,Abierta,Acera,20,SAN BLAS-CANILLEJAS,AMPOSTA
270216417,SANKALY,Abierta,Acera,20,SAN BLAS-CANILLEJAS,SIMANCAS
200000650,TABERNA ENTRE CASTILLAS,Abierta,Acera,20,SAN BLAS-CANILLEJAS,EL SALVADOR
200000118,MAR & YO,Abierta,Acera,20,SAN BLAS-CANILLEJAS,EL SALVADOR
200001477,SANPAS,Abierta,Acera,20,SAN BLAS-CANILLEJAS,SIMANCAS
270530271,CAFETERIA ARUAL,Abierta,Acera,20,SAN BLAS-CANILLEJAS,CANILLEJAS
270477969,CAFETERIA LA FLOR DE LIS,Abierta,Acera,20,SAN BLAS-CANILLEJAS,CANILLEJAS
270189108,BAR SEOANE RESTAURANTE,Abierta,Acera,20,SAN BLAS-CANILLEJAS,CANILLEJAS
270480989,EL RINCON LUSO BAR,Abierta,Acera,20,SAN BLAS-CANILLEJAS,CANILLEJAS
270187385,CERVECERIA SANZ,Abierta,Acera,20,SAN BLAS-CANILLEJAS,HELLIN
200001259,LAS ESTRELLAS,Abierta,Acera,20,SAN BLAS-CANILLEJAS,HELLIN
200000314,CAFE BAR  TUPY II,Abierta,Acera,20,SAN BLAS-CANILLEJAS,HELLIN
270187559,BAR LA QUINTANA,Abierta,Acera,20,SAN BLAS-CANILLEJAS,AMPOSTA
